MOVIE_NM,DRCTR_NM,MAKR_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM,CRITIC_RT,VIEWER_RT
짬뽕비권,박동기,클라임 매니지먼트 주식회사,(주)콘텐츠판다,2022-02-,개봉영화,장편,한국,9.0,,167.0,,,액션,12세이상관람가,독립/예술영화,5.59,6.95
창극 변강쇠 점 찍고 옹녀,고선웅,문화체육관광부 국립극장,(주)이놀미디어,2022-02-,개봉영화,장편,한국,13.0,,368.0,,207.0,공연,15세이상관람가,일반영화,5.59,6.2
축복의 집,박희권,(주)고앤고필름,필름다빈,2022-02-,개봉영화,장편,한국,17.0,,854.0,,604.0,가족,12세이상관람가,독립/예술영화,6.5,7.75
가무악칠채,"손인영,이재화",문화체육관광부 국립극장,(주)케빈앤컴퍼니,2022-03-,개봉영화,장편,한국,10.0,,337.0,,269.0,공연,전체관람가,일반영화,5.59,10.0
고양이들의 아파트,정재은,영화사 못,"(주)엣나인필름,(주)메타플레이",2022-03-,개봉영화,장편,한국,75.0,,,,,다큐멘터리,전체관람가,독립/예술영화,6.6,7.67
곡녀,정인철,대성필름,시네마 뉴원,2022-03-,개봉영화,장편,한국,7.0,,110.0,,103.0,드라마,12세이상관람가,독립/예술영화,1.0,6.4
뜨거운 피,천명관,주식회사 고래픽처스,"(주)스튜디오디에이치엘,(주)키다리스튜디오",2022-03-,개봉영화,장편,한국,,,,,,범죄,15세이상관람가,일반영화,5.5,7.29
소피의 세계,이제한,마름모필름,찬란,2022-03-,개봉영화,장편,한국,84.0,,,,,드라마,12세이상관람가,독립/예술영화,5.86,6.89
아이돌레시피,이호성,주식회사 스태프이데아,(주)드림팩트엔터테인먼트,2022-03-,개봉영화,장편,한국,11.0,,140.0,,68.0,코미디,15세이상관람가,독립/예술영화,5.59,6.84
역할들,연송하,쉼표,쉼표,2022-03-,개봉영화,장편,한국,5.0,,216.0,,210.0,드라마,12세이상관람가,독립/예술영화,5.59,9.07
이상한 나라의 수학자,박동훈,(주)조이래빗,(주)쇼박스,2022-03-,개봉영화,장편,한국,,,,,,드라마,12세이상관람가,일반영화,5.43,8.2
재춘언니,이수정,생의 한가운데,(주)시네마달,2022-03-,개봉영화,장편,한국,44.0,,,,919.0,다큐멘터리,12세이상관람가,독립/예술영화,7.0,8.39
테이블 매너,박장운,영화사 새삶,주식회사 씨엠닉스,2022-03-,개봉영화,장편,한국,4.0,,116.0,,18.0,드라마,15세이상관람가,독립/예술영화,5.59,6.33
하로동선,김시우,(주)나인테일즈코리아,주식회사 블루필름웍스,2022-03-,개봉영화,장편,한국,23.0,,546.0,,216.0,드라마,15세이상관람가,독립/예술영화,3.0,7.67
3.5교시,유희정,(주)써니엔터테인먼트,(주)드림팩트엔터테인먼트,2022-04-,개봉영화,장편,한국,6.0,,1.0,,1.0,미스터리,12세이상관람가,독립/예술영화,5.59,5.89
공기살인,조용선,"(주)마스터원엔터테인먼트,TCO(주)더콘텐츠온","TCO(주)더콘텐츠온,씨제이 씨지브이(CJ CGV)(주)",2022-04-,개봉영화,장편,한국,756.0,,,,,드라마,12세이상관람가,일반영화,5.0,8.55
니 부모 얼굴이 보고 싶다,김지훈,"(주)더타워픽쳐스,이십세기폭스 인터내셔널 프로덕션,(주)리버픽쳐스",(주)마인드마크,2022-04-,개봉영화,장편,한국,,,,,,드라마,15세이상관람가,일반영화,6.14,7.59
"다녀와요, 다녀왔습니다","손인영,윤재원",문화체육관광부 국립극장,(주)케빈앤컴퍼니,2022-04-,개봉영화,장편,한국,8.0,,44.0,,35.0,공연,전체관람가,일반영화,5.59,
말임씨를 부탁해,박경목,"(주)파란오이,안목",(주)씨네필운,2022-04-,개봉영화,장편,한국,197.0,,,,188.0,드라마,전체관람가,독립/예술영화,5.0,9.35
복지식당,"정재익,서태수",제주에스엘(주),㈜인디스토리,2022-04-,개봉영화,장편,한국,53.0,,,,,드라마,12세이상관람가,독립/예술영화,6.0,7.91
봄날,이돈구,(주)엠씨엠씨,(주)콘텐츠판다,2022-04-,개봉영화,장편,한국,455.0,,,,,드라마,15세관람가,독립/예술영화,7.0,7.56
부기나이트,김경엽,(주)콘텐츠지,(주)라온컴퍼니플러스,2022-04-,개봉영화,장편,한국,23.0,,,,794.0,코미디,15세이상관람가,일반영화,4.0,7.28
불도저에 탄 소녀,박이웅,(주)고집스튜디오,트윈플러스파트너스(주),2022-04-,개봉영화,장편,한국,203.0,,130.0,,30.0,드라마,15세이상관람가,독립/예술영화,5.5,7.2
서울괴담,홍원기,"쟈니브로스(주),메가박스중앙(주)플러스엠",메가박스중앙(주)플러스엠,2022-04-,개봉영화,장편,한국,474.0,,,,,공포(호러),15세이상관람가,일반영화,6.0,4.18
세븐틴 파워 오브 러브 : 더 무비,오윤동,씨제이포디플렉스 주식회사,"씨제이포디플렉스 주식회사,CGV ICECON",2022-04-,개봉영화,장편,한국,151.0,,,,,공연,전체관람가,일반영화,5.59,9.41
소설가의 영화,홍상수,(주)영화제작전원사,"(주)영화제작전원사 ,(주)콘텐츠판다",2022-04-,개봉영화,장편,한국,66.0,,,,,드라마,12세이상관람가,독립/예술영화,8.0,7.67
스텔라,권수경,(주)데이드림엔터테인먼트,씨제이 씨지브이(CJ CGV)(주),2022-04-,개봉영화,장편,한국,690.0,,68.0,,,코미디,15세이상관람가,일반영화,5.59,7.44
쓰리: 아직 끝나지 않았다,박루슬란,아슬란필름,필름다빈,2022-04-,개봉영화,장편,한국,77.0,,,,,드라마,15세이상관람가,독립/예술영화,7.0,6.7
엄마와 나,연왕모,모모루덴스,(주)드림팩트엔터테인먼트,2022-04-,개봉영화,장편,한국,7.0,,6.0,,,다큐멘터리,전체관람가,독립/예술영화,5.59,9.67
"위대한 계약: 파주, 책, 도시","김종신,정다운",기린그림,(주)영화사 진진,2022-04-,개봉영화,장편,한국,30.0,,,,464.0,다큐멘터리,전체관람가,독립/예술영화,5.5,8.4
태어나길 잘했어,최진영,대장정,그린나래미디어(주),2022-04-,개봉영화,장편,한국,50.0,,715.0,,399.0,드라마,12세이상관람가,독립/예술영화,5.67,8.13
평평남녀,김수정,"브릿지 프로덕션,냉이영화",영화배급협동조합 씨네소파,2022-04-,개봉영화,장편,한국,30.0,,596.0,,280.0,드라마,12세이상관람가,독립/예술영화,5.5,5.8
헝거,강다연,영화사 케디필름,"(주)디오시네마,(주)태양미디어그룹",2022-04-,개봉영화,장편,한국,20.0,,160.0,,57.0,SF,12세이상관람가,독립/예술영화,5.5,6.67
그대가 조국,이승준,(주)켈빈클레인프로젝트,(주)엣나인필름,2022-05-,개봉영화,장편,한국,601.0,,,,,다큐멘터리,12세이상관람가,독립/예술영화,5.0,7.05
마지막부자 최준,장태령,주식회사 케이엠스타,주식회사 케이엠스타,2022-05-,개봉영화,장편,한국,1.0,,220.0,,220.0,드라마,12세이상관람가,일반영화,5.59,7.44
메이드인세운상가,이상식,(주)더존크리에이티브,(주)더존크리에이티브,2022-05-,개봉영화,장편,한국,9.0,,114.0,,72.0,공연,15세이상관람가,일반영화,5.59,
명색이 아프레걸,김광보,문화체육관광부 국립극장,(주)케빈앤컴퍼니,2022-05-,개봉영화,장편,한국,9.0,,81.0,,50.0,공연,전체관람가,일반영화,5.59,10.0
범죄도시 2,이상용,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트","주식회사 에이비오엔터테인먼트,메가박스중앙(주)플러스엠",2022-05-,개봉영화,장편,한국,,,,,,범죄,15세이상관람가,일반영화,6.56,9.32
봉명주공,김기성,케프-ㄹ러49,(주)시네마달,2022-05-,개봉영화,장편,한국,24.0,,,,985.0,다큐멘터리,전체관람가,독립/예술영화,7.0,7.17
쏴!쏴!쏴!쏴!탕,김재한,상남영화제작소,상남영화제작소,2022-05-,개봉영화,장편,한국,3.0,,223.0,,22.0,드라마,12세이상관람가,독립/예술영화,5.59,5.89
"아치의 노래, 정태춘",고영재,(주)인디플러그,(주)넥스트엔터테인먼트월드(NEW),2022-05-,개봉영화,장편,한국,149.0,,,,,다큐멘터리,전체관람가,독립/예술영화,6.5,9.35
안녕하세요,차봉주,"(주)디엔디픽쳐스,(유)안녕하세요",(주)디스테이션,2022-05-,개봉영화,장편,한국,297.0,,,,,드라마,12세이상관람가,일반영화,6.0,8.74
액션동자,최영민,수리수리마수리,(주)드림팩트엔터테인먼트,2022-05-,개봉영화,장편,한국,9.0,,374.0,,240.0,액션,전체관람가,독립/예술영화,5.0,8.73
어부바,최종학,"(주)글로빅엔터테인먼트,(주)에이치에이케이프로덕션",(주)트리플픽쳐스,2022-05-,개봉영화,장편,한국,327.0,,,,,가족,전체관람가,독립/예술영화,4.0,4.77
영희,차상민,주식회사 씨엠닉스,주식회사 씨엠닉스,2022-05-,개봉영화,장편,한국,4.0,,578.0,,24.0,코미디,15세이상관람가,독립/예술영화,5.59,6.47
오마주,신수원,(주)준필름,트윈플러스파트너스(주),2022-05-,개봉영화,장편,한국,133.0,,,,,드라마,12세이상관람가,독립/예술영화,7.25,8.36
인연을 긋다,이정섭,(주)해오름이앤티,시네마 뉴원,2022-05-,개봉영화,장편,한국,12.0,,280.0,,245.0,드라마,12세이상관람가,일반영화,6.0,6.22
피는 물보다 진하다,김희성,(주)도어이앤엠,(주)이놀미디어,2022-05-,개봉영화,장편,한국,78.0,,,,,액션,15세이상관람가,일반영화,3.0,4.6
핑크퐁과 아기상어의 월드투어쇼,이승규,CGV ICECON,CGV ICECON,2022-05-,개봉영화,장편,한국,39.0,,,,325.0,공연,전체관람가,일반영화,5.59,7.44
"허황옥 3일, 잃어버린 2천 년의 기억",진재운,(주)KNN,(주)영화사 그램,2022-05-,개봉영화,장편,한국,21.0,,783.0,,265.0,다큐멘터리,전체관람가,독립/예술영화,6.0,6.0
히든,한종훈,"(주)모그픽쳐스,(주)빛그림픽처스",(주)박수엔터테인먼트,2022-05-,개봉영화,장편,한국,51.0,,,,364.0,액션,15세이상관람가,일반영화,5.59,6.24
#해시태그,이상식,(주)더존크리에이티브,(주)더존크리에이티브,2022-06-,개봉영화,장편,한국,8.0,,173.0,,118.0,공연,12세이상관람가,일반영화,5.59,7.44
감동주의보,김우석,(주)글로빅엔터테인먼트,(주)스튜디오 보난자,2022-06-,개봉영화,장편,한국,28.0,,,,,멜로/로맨스,전체관람가,독립/예술영화,5.59,7.81
갓길로 달리는 코뿔소,황동석,"A18픽쳐스,(주)26컴퍼니",(주)26컴퍼니,2022-06-,개봉영화,장편,한국,6.0,,365.0,,185.0,드라마,15세이상관람가,독립/예술영화,6.0,9.38
경아의 딸,김정은,주마등필름,㈜인디스토리,2022-06-,개봉영화,장편,한국,53.0,,,,,드라마,15세이상관람가,독립/예술영화,6.2,8.62
"괴물, 유령, 자유인",홍지영,,(주)스튜디오 보난자,2022-06-,개봉영화,장편,한국,13.0,,551.0,,469.0,SF,15세이상관람가,독립/예술영화,5.59,7.26
그대라는기억 연숙씨,심미희,드림채널,"(주)드림팩트엔터테인먼트,주식회사 블루필름웍스",2022-06-,개봉영화,장편,한국,20.0,,794.0,,443.0,다큐멘터리,전체관람가,독립/예술영화,5.0,9.16
극장판 윌벤져스 : 수상한 캠핑 대소동,"신창환,류정우",(주)스튜디오게일,(주)대교 미디어콘텐츠사업본부,2022-06-,개봉영화,장편,한국,110.0,,,,,애니메이션,전체관람가,독립/예술영화,5.0,9.1
꼭두각시,이상식,(주)더존크리에이티브,(주)더존크리에이티브,2022-06-,개봉영화,장편,한국,6.0,,36.0,,24.0,공연,12세이상관람가,일반영화,5.59,7.44
니얼굴,서동일,두물머리픽쳐스,(주)영화사 진진,2022-06-,개봉영화,장편,한국,65.0,,,,,다큐멘터리,전체관람가,독립/예술영화,7.0,9.37
대가리2-학교무림,이수성,㈜리필름,(주)케이알씨지,2022-06-,개봉영화,장편,한국,1.0,,1.0,,1.0,액션,15세이상관람가,일반영화,5.59,4.07
대가리3-일진후배들,이수성,㈜리필름,(주)케이알씨지,2022-06-,개봉영화,장편,한국,1.0,,1.0,,1.0,액션,15세이상관람가,일반영화,5.59,7.44
두개의 눈,박우재,문화체육관광부 국립극장,(주)이놀미디어,2022-06-,개봉영화,장편,한국,9.0,,205.0,,182.0,공연,전체관람가,일반영화,5.59,5.5
룸 쉐어링,이순성,주식회사 티에스나린시네마,"주식회사 엔픽플,트윈플러스파트너스(주)",2022-06-,개봉영화,장편,한국,122.0,,,,,드라마,전체관람가,독립/예술영화,5.0,8.46
마녀(魔女) Part2. The Other One,박훈정,"(주)영화사 금월,(주)스튜디오앤뉴,(주)페퍼민트앤컴퍼니",(주)넥스트엔터테인먼트월드(NEW),2022-06-,개봉영화,장편,한국,,,,,,액션,15세이상관람가,일반영화,5.29,6.59
모어,이일하,,(주)엣나인필름,2022-06-,개봉영화,장편,한국,54.0,,,,,다큐멘터리,15세이상관람가,독립/예술영화,7.38,9.41
보통의 용기,구민정,KBS,(주)드림팩트엔터테인먼트,2022-06-,개봉영화,장편,한국,7.0,,163.0,,159.0,다큐멘터리,전체관람가,일반영화,6.0,8.48
브로커,고레에다 히로카즈,영화사 집,(주)씨제이이엔엠,2022-06-,개봉영화,장편,한국,,,,,,드라마,12세이상관람가,일반영화,6.63,5.56
비욘드 라이브 더 무비 : 샤이니 월드,,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),2022-06-,개봉영화,장편,한국,13.0,,,,997.0,공연,전체관람가,일반영화,5.59,7.44
아부쟁이,황승재,(주)해오름이앤티,시네마 뉴원,2022-06-,개봉영화,장편,한국,41.0,,896.0,,411.0,액션,15세이상관람가,일반영화,5.59,5.89
우스운게 딱! 좋아!,"김현,정혜연",,필름다빈,2022-06-,개봉영화,옴니버스,한국,14.0,,658.0,,563.0,드라마,15세이상관람가,독립/예술영화,6.0,7.26
위대한 침묵,송상민,(주)지티지그룹,"(주)지티지그룹,와이드 릴리즈(주)",2022-06-,개봉영화,장편,한국,48.0,,,,560.0,다큐멘터리,12세이상관람가,일반영화,5.59,8.59
윤시내가 사라졌다,김진화,한국영화아카데미,"(주)블루라벨픽쳐스,디스트릭 몽",2022-06-,개봉영화,장편,한국,51.0,,,,,드라마,12세이상관람가,독립/예술영화,6.67,7.99
이공삼칠,모홍진,"모티브픽쳐스(주),(주)재크필름",(주)씨네필운,2022-06-,개봉영화,장편,한국,89.0,,,,,가족,15세이상관람가,독립/예술영화,5.0,7.62
이상한 나라의 아빠,이상식,(주)더존크리에이티브,(주)더존크리에이티브,2022-06-,개봉영화,장편,한국,9.0,,217.0,,122.0,뮤지컬,전체관람가,일반영화,5.59,7.44
카시오페아,신연식,(주) 루스이소니도스,(주)트리플픽쳐스,2022-06-,개봉영화,장편,한국,175.0,,,,,드라마,12세이상관람가,독립/예술영화,6.5,9.1
헤어질 결심,박찬욱,(주)모호필름,(주)씨제이이엔엠,2022-06-,개봉영화,장편,한국,,,,,,미스터리,15세이상관람가,일반영화,8.71,8.68
뒤틀린 집,강동헌,(주)테이크원스튜디오,(주)스튜디오디에이치엘,2022-07-,개봉영화,장편,한국,156.0,,,,,공포(호러),15세이상관람가,일반영화,5.0,4.17
비욘드 라이브 더 무비: 엑소의 사다리 타고 세계여행3,최소망,(주)에스엠 컬처앤콘텐츠,씨제이 씨지브이(CJ CGV)(주),2022-07-,개봉영화,장편,한국,18.0,,,,,코미디,전체관람가,일반영화,5.59,9.73
뽀로로 극장판 드래곤캐슬 대모험,"강승훈,윤제완",(주)오콘,(주)넥스트엔터테인먼트월드(NEW),2022-07-,개봉영화,장편,한국,748.0,,,,,애니메이션,전체관람가,일반영화,6.0,9.11
뿌까의 짜장면파티,박상용,(주)에픽캔,(주)에픽캔,2022-07-,개봉영화,장편,한국,11.0,,,,504.0,기타,전체관람가,일반영화,5.59,7.44
스파이형 모델,김영일,워스트케이스 시나리오,주식회사 씨엠닉스,2022-07-,개봉영화,장편,한국,3.0,,111.0,,58.0,SF,15세이상관람가,독립/예술영화,5.59,7.0
아이를 위한 아이,이승환,(주)고집스튜디오,(주)트리플픽쳐스,2022-07-,개봉영화,장편,한국,51.0,,,,,기타,12세이상관람가,독립/예술영화,5.33,8.51
외계+인 1부,최동훈,(주)케이퍼필름,(주)씨제이이엔엠,2022-07-,개봉영화,장편,한국,,,,,,액션,12세이상관람가,일반영화,6.0,7.53
초록밤,윤서진,디파이언트,㈜인디스토리,2022-07-,개봉영화,장편,한국,31.0,,,,,기타,15세이상관람가,독립/예술영화,7.0,8.24
한산: 용의 출현,김한민,(주)빅스톤픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,2022-07-,개봉영화,장편,한국,,,,,,액션,12세이상관람가,일반영화,6.89,8.75
핸썸,김동욱,(주)모그픽쳐스,(주)박수엔터테인먼트,2022-07-,개봉영화,장편,한국,37.0,,,,741.0,코미디,12세이상관람가,일반영화,5.59,2.81
내가 못 나가는 것도 아닌데,김충길,김충길 필름,김충길 필름,2022-08-,개봉영화,장편,한국,4.0,,48.0,,27.0,드라마,12세이상관람가,독립/예술영화,5.59,7.82
녹턴,정관조,미디어나무,(주)시네마달,2022-08-,개봉영화,장편,한국,54.0,,,,,다큐멘터리,12세이상관람가,독립/예술영화,6.5,9.31
리미트,이승준,"(주)베러투모로우,나로픽처스(주),(유)조이앤시네마","TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2022-08-,개봉영화,장편,한국,687.0,,,,,범죄,15세이상관람가,일반영화,4.0,4.75
말아,곽민승,왓에버웍스,㈜인디스토리,2022-08-,개봉영화,장편,한국,33.0,,,,,드라마,12세이상관람가,독립/예술영화,5.8,7.75
모퉁이,신선,,(주)영화사 그램,2022-08-,개봉영화,장편,한국,20.0,,,,863.0,드라마,12세이상관람가,독립/예술영화,6.0,8.27
비상선언,한재림,"(주)매그넘나인,(주)씨제스엔터테인먼트,씨네주 유한회사",(주)쇼박스,2022-08-,개봉영화,장편,한국,,,,,,드라마,12세이상관람가,일반영화,6.27,6.47
시맨틱 에러: 더 무비,김수정,주식회사 왓챠,주식회사 왓챠,2022-08-,개봉영화,장편,한국,54.0,,,,,멜로/로맨스,12세이상관람가,일반영화,5.5,9.42
어웨이크,이윤호,주식회사 티에스나린시네마,"주식회사 엔픽플,트윈플러스파트너스(주)",2022-08-,개봉영화,장편,한국,72.0,,,,,미스터리,15세이상관람가,독립/예술영화,5.59,6.18
오싹한 동거,황경성,(주)컨택트미디어,(주)컨택트미디어,2022-08-,개봉영화,장편,한국,5.0,,542.0,,481.0,멜로/로맨스,12세이상관람가,일반영화,5.59,7.44
육사오(6/45),박규태,"(주)티피에스컴퍼니,(주)싸이더스","(주)홈초이스,(주)싸이더스",2022-08-,개봉영화,장편,한국,,,,,,코미디,12세이상관람가,일반영화,6.0,8.58
인플루엔자,황준하,아이 엠,아이 엠,2022-08-,개봉영화,장편,한국,15.0,,534.0,,414.0,드라마,15세이상관람가,독립/예술영화,5.5,6.91
작은새와 돼지씨,김새봄,레드펀트,필름다빈,2022-08-,개봉영화,장편,한국,9.0,,525.0,,416.0,다큐멘터리,전체관람가,독립/예술영화,5.8,9.2
코코순이,이석재,"KBS,커넥트픽쳐스(주)",커넥트픽쳐스(주),2022-08-,개봉영화,장편,한국,50.0,,,,,다큐멘터리,전체관람가,독립/예술영화,6.5,9.69
콘서트를 지켜라,"이미리,설민아",(주)캐리소프트,롯데컬처웍스(주)롯데엔터테인먼트,2022-08-,개봉영화,장편,한국,19.0,,710.0,,460.0,공연,전체관람가,일반영화,5.59,7.0
테이크 오프: 파도위에 서다,강대희,"데이 나이트 컴퍼니,(주)프레임픽쳐스",(주)아우라픽처스,2022-08-,개봉영화,장편,한국,4.0,,169.0,,151.0,드라마,12세이상관람가,독립/예술영화,5.0,7.54
투란도트 어둠의 왕국,김시우,(주)나인테일즈코리아,주식회사 블루필름웍스,2022-08-,개봉영화,장편,한국,18.0,,966.0,,197.0,뮤지컬,12세이상관람가,일반영화,5.0,9.44
파로호,임상수,한국영화아카데미,(주)더쿱디스트리뷰션,2022-08-,개봉영화,장편,한국,51.0,,,,,스릴러,15세이상관람가,독립/예술영화,5.83,6.94
2차 송환,김동원,푸른영상,(주)시네마달,2022-09-,개봉영화,장편,한국,16.0,,415.0,,373.0,다큐멘터리,12세이상관람가,독립/예술영화,8.2,6.44
EBS친구들 씽씽 댄스파티,,한국교육방송공사 EBS,(주)에픽캔,2022-09-,개봉영화,장편,한국,1.0,,60.0,,22.0,가족,전체관람가,일반영화,5.59,7.44
공조2: 인터내셔날,이석훈,"(주)제이케이필름,(주)씨제이이엔엠",(주)씨제이이엔엠,2022-09-,개봉영화,장편,한국,,,,,,액션,15세이상관람가,일반영화,5.5,8.44
극장판 엄마 까투리: 도시로 간 까투리 가족,정길훈,(주)퍼니플럭스,(주)넥스트엔터테인먼트월드(NEW),2022-09-,개봉영화,장편,한국,616.0,,,,,애니메이션,전체관람가,일반영화,5.5,9.14
극장판 헬로카봇: 수상한 마술단의 비밀,"최신규,이슬기,정승원","(주)초이락컨텐츠컴퍼니,스튜디오더블유바바(주)",롯데컬처웍스(주)롯데엔터테인먼트,2022-09-,개봉영화,장편,한국,790.0,,,,,애니메이션,전체관람가,일반영화,5.59,8.4
기기묘묘,"이탁,남순아,심규호,김동식",,필름다빈,2022-09-,개봉영화,옴니버스,한국,24.0,,,,872.0,공포(호러),15세이상관람가,독립/예술영화,6.5,5.91
달이 지는 밤,"김종관,장건재",(재)무주산골문화재단,(주)디오시네마,2022-09-,개봉영화,장편,한국,47.0,,,,,드라마,15세이상관람가,독립/예술영화,7.17,6.63
당신의 이웃은 친절하지 않다,안드로,(주)빅픽처,주식회사 씨엠닉스,2022-09-,개봉영화,장편,한국,9.0,,395.0,,250.0,미스터리,15세이상관람가,독립/예술영화,5.59,7.47
둠둠,정원희,(주)이스트게이트컴퍼니,(주)영화사 진진,2022-09-,개봉영화,장편,한국,74.0,,,,,드라마,15세이상관람가,독립/예술영화,5.75,8.06
로보카폴리 안전교실 교통편,엄준영,(주)로이비쥬얼,(주)로이비쥬얼,2022-09-,개봉영화,장편,한국,16.0,,,,,애니메이션,전체관람가,일반영화,5.59,7.44
물방울을 그리는 남자,"김오안,브리짓 부이요",(주)미루픽처스,(주)영화사 진진,2022-09-,개봉영화,장편,한국,47.0,,,,,다큐멘터리,전체관람가,독립/예술영화,7.25,8.98
부적: 남의 운을 빼앗는 자,김세성,머지션스토어,(주)트리플픽쳐스,2022-09-,개봉영화,장편,한국,6.0,,662.0,,336.0,액션,12세이상관람가,독립/예술영화,5.59,8.84
성덕,오세연,해랑사,오드,2022-09-,개봉영화,장편,한국,60.0,,,,,다큐멘터리,12세이상관람가,독립/예술영화,6.5,8.15
성적표의 김민영,"이재은,임지선",탁구필름,(주)엣나인필름,2022-09-,개봉영화,장편,한국,48.0,,,,,드라마,전체관람가,독립/예술영화,6.91,8.26
썬더버드,이재원,한국영화아카데미,(주)트리플픽쳐스,2022-09-,개봉영화,장편,한국,99.0,,,,,드라마,15세이상관람가,독립/예술영화,6.0,6.3
오! 마이 고스트,홍태선,"한국영상대학교,필름에이픽쳐스,주식회사 제이씨엔터웍스","(주)디스테이션,주식회사 제이씨엔터웍스",2022-09-,개봉영화,장편,한국,283.0,,,,,코미디,15세이상관람가,독립/예술영화,4.0,4.52
인생은 뷰티풀: 비타돌체,"김선형,오윤동",씨제이포디플렉스 주식회사,"씨제이 씨지브이(CJ CGV)(주),씨제이포디플렉스 주식회사",2022-09-,개봉영화,장편,한국,107.0,,,,,다큐멘터리,전체관람가,일반영화,5.59,9.7
인생은 아름다워,최국희,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트,2022-09-,개봉영화,장편,한국,,,,,,뮤지컬,12세이상관람가,일반영화,5.67,9.22
정직한 후보2,장유정,"(주)수필름,(주)홍필름",(주)넥스트엔터테인먼트월드(NEW),2022-09-,개봉영화,장편,한국,,,,,,코미디,12세이상관람가,일반영화,5.75,5.99
주연,송원준,영화사 퐑,(주)마노엔터테인먼트,2022-09-,개봉영화,장편,한국,20.0,,363.0,,302.0,드라마,12세이상관람가,독립/예술영화,5.59,8.04
쥬라기캅스 극장판: 공룡시대 대모험,김호락,(주)스튜디오버튼,메가박스중앙(주)플러스엠,2022-09-,개봉영화,장편,한국,453.0,,,,,애니메이션,전체관람가,일반영화,6.0,7.59
프린세스 아야,이성강,"주식회사 다다쇼,(주)영화사레드피터",씨제이 씨지브이(CJ CGV)(주),2022-09-,개봉영화,장편,한국,348.0,,,,,판타지,전체관람가,일반영화,5.0,7.38
홈리스,임승현,"(주)타이거시네마,DGC",그린나래미디어(주),2022-09-,개봉영화,장편,한국,86.0,,,,,드라마,12세이상관람가,독립/예술영화,5.59,7.44
